gene	resp	score	count	site	signature
SWI4	43	2.2043265	21	NIBR	copper-dependent oxidative stress:43
REG1	43	2.1583845	21	NIBR	copper-dependent oxidative stress:43
CHS6	43	2.13672053673224	21	NIBR	copper-dependent oxidative stress:43
GET1	43	1.9500605	21	NIBR	copper-dependent oxidative stress:43
VPH2	43	1.883906	21	NIBR	copper-dependent oxidative stress:43
SMI1	43	1.883185	21	NIBR	copper-dependent oxidative stress:43
YAP1	43	1.8498715	21	NIBR	copper-dependent oxidative stress:43
CEM1	43	1.7471783952602	21	NIBR	copper-dependent oxidative stress:43
CSM1	43	1.70357389111276	21	NIBR	copper-dependent oxidative stress:43
RAD54	44	8.590654	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RAD55	44	7.979081	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RAD57	44	7.588305	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RAD59	44	6.841749	17	NIBR|UBC	DNA DSB repair; camptothecin:44
MMS4	44	5.271915	17	NIBR|UBC	DNA DSB repair; camptothecin:44
SAE2	44	5.209655	17	NIBR|UBC	DNA DSB repair; camptothecin:44
SRS2	44	4.797253	17	NIBR|UBC	DNA DSB repair; camptothecin:44
MUS81	44	4.194978	17	NIBR|UBC	DNA DSB repair; camptothecin:44
XRS2	44	3.321379	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RAD52	44	3.048339	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RAD50	44	2.84741	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RTT101	44	2.810003	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RAD51	44	2.419357	17	NIBR|UBC	DNA DSB repair; camptothecin:44
RTT107	44	2.381862	17	NIBR|UBC	DNA DSB repair; camptothecin:44
UBC4	44	2.007575	17	NIBR|UBC	DNA DSB repair; camptothecin:44
MMS1	44	1.891276	17	NIBR|UBC	DNA DSB repair; camptothecin:44
FLR1	45	15.24077	46	NIBR	TC in response to oxidative stress:45
YAP1	45	10.20667	46	NIBR	TC in response to oxidative stress:45
STB5	45	5.994775	46	NIBR	TC in response to oxidative stress:45
YND1	45	5.250311	46	NIBR	TC in response to oxidative stress:45
YRR1	45	4.402165	46	NIBR	TC in response to oxidative stress:45
LTE1	45	4.048263	46	NIBR	TC in response to oxidative stress:45
ALF1	45	3.94211932722558	46	NIBR	TC in response to oxidative stress:45
RCE1	45	3.894506	46	NIBR	TC in response to oxidative stress:45
POP1	45	3.007454	46	NIBR	TC in response to oxidative stress:45
YBP1	45	2.514917	46	NIBR	TC in response to oxidative stress:45
POL32	45	2.382724	46	NIBR	TC in response to oxidative stress:45
GND1	45	2.366364	46	NIBR	TC in response to oxidative stress:45
SWM1	45	2.356264	46	NIBR	TC in response to oxidative stress:45
RPP1	45	2.353964	46	NIBR	TC in response to oxidative stress:45
PTK2	45	2.286324	46	NIBR	TC in response to oxidative stress:45
CTR1	45	2.20790574530413	46	NIBR	TC in response to oxidative stress:45
DAL81	45	2.18122922574971	46	NIBR	TC in response to oxidative stress:45
ASA1	45	2.10842472733042	46	NIBR	TC in response to oxidative stress:45
ISC1	45	2.08385	46	NIBR	TC in response to oxidative stress:45
RPL34B	45	2.07136	46	NIBR	TC in response to oxidative stress:45
MAC1	45	2.048354	46	NIBR	TC in response to oxidative stress:45
SPC29	45	2.046048	46	NIBR	TC in response to oxidative stress:45
RTG1	45	2.006109	46	NIBR	TC in response to oxidative stress:45
BUD27	45	1.9987063877311	46	NIBR	TC in response to oxidative stress:45
RPN4	45	1.982864	46	NIBR	TC in response to oxidative stress:45
GPN3	45	1.96345	46	NIBR	TC in response to oxidative stress:45
OPI3	45	1.954278	46	NIBR	TC in response to oxidative stress:45
GET1	45	1.928721	46	NIBR	TC in response to oxidative stress:45
BEM4	45	1.91648722556527	46	NIBR	TC in response to oxidative stress:45
PAR32	45	1.89764	46	NIBR	TC in response to oxidative stress:45
CSF1	45	1.88117439756427	46	NIBR	TC in response to oxidative stress:45
SHE4	45	1.825697	46	NIBR	TC in response to oxidative stress:45
PAC2	45	1.812575	46	NIBR	TC in response to oxidative stress:45
TIM18	45	1.751851	46	NIBR	TC in response to oxidative stress:45
PHO4	45	1.740616	46	NIBR	TC in response to oxidative stress:45
SNF2	45	1.734664	46	NIBR	TC in response to oxidative stress:45
RIT1	45	1.717215	46	NIBR	TC in response to oxidative stress:45
GCD1	45	1.704132	46	NIBR	TC in response to oxidative stress:45
RBA50	45	1.693951	46	NIBR	TC in response to oxidative stress:45
PEP12	45	1.676654	46	NIBR	TC in response to oxidative stress:45
HAC1	46	23.25992	31	NIBR|UBC	unfolded protein response; tunicamycin:46
IRE1	46	16.46269	31	NIBR|UBC	unfolded protein response; tunicamycin:46
BCK1	46	3.95943561958396	31	NIBR|UBC	unfolded protein response; tunicamycin:46
SLT2	46	3.855623	31	NIBR|UBC	unfolded protein response; tunicamycin:46
FYV8	46	3.20234	31	NIBR|UBC	unfolded protein response; tunicamycin:46
RSC8	46	3.067254	31	NIBR|UBC	unfolded protein response; tunicamycin:46
REG1	46	2.961028	31	NIBR|UBC	unfolded protein response; tunicamycin:46
SPC105	46	2.949236	31	NIBR|UBC	unfolded protein response; tunicamycin:46
ARP7	46	2.4629832404309	31	NIBR|UBC	unfolded protein response; tunicamycin:46
RGD1	46	2.417582	31	NIBR|UBC	unfolded protein response; tunicamycin:46
RSC58	46	2.407035	31	NIBR|UBC	unfolded protein response; tunicamycin:46
CWH41	46	2.36884056226177	31	NIBR|UBC	unfolded protein response; tunicamycin:46
ACK1	46	2.33433485036318	31	NIBR|UBC	unfolded protein response; tunicamycin:46
SPF1	46	2.196155	31	NIBR|UBC	unfolded protein response; tunicamycin:46
CNB1	46	2.135292	31	NIBR|UBC	unfolded protein response; tunicamycin:46
MID2	46	2.096759	31	NIBR|UBC	unfolded protein response; tunicamycin:46
KRE1	46	2.003657	31	NIBR|UBC	unfolded protein response; tunicamycin:46
RHO1	46	1.921268	31	NIBR|UBC	unfolded protein response; tunicamycin:46
GAS3	46	1.89373	31	NIBR|UBC	unfolded protein response; tunicamycin:46
RXT2	46	1.848911	31	NIBR|UBC	unfolded protein response; tunicamycin:46
FPS1	46	1.816169	31	NIBR|UBC	unfolded protein response; tunicamycin:46
SEC66	46	1.788907	31	NIBR|UBC	unfolded protein response; tunicamycin:46
TIM12	46	1.752303	31	NIBR|UBC	unfolded protein response; tunicamycin:46
ARP9	46	1.73889877053167	31	NIBR|UBC	unfolded protein response; tunicamycin:46
PMP3	46	1.709544	31	NIBR|UBC	unfolded protein response; tunicamycin:46
YND1	46	1.69626	31	NIBR|UBC	unfolded protein response; tunicamycin:46
GET1	46	1.646442	31	NIBR|UBC	unfolded protein response; tunicamycin:46
GPA2	47	12.37898	120	NIBR	GPCR inhibitors; cmp#1234:47
GPR1	47	9.710829	120	NIBR	GPCR inhibitors; cmp#1234:47
RPL9B	47	8.734639	120	NIBR	GPCR inhibitors; cmp#1234:47
RPS3	47	7.999567	120	NIBR	GPCR inhibitors; cmp#1234:47
APT1	47	5.74086193160779	120	NIBR	GPCR inhibitors; cmp#1234:47
TOS1	47	5.673125	120	NIBR	GPCR inhibitors; cmp#1234:47
DCK1	47	5.56852355685212	120	NIBR	GPCR inhibitors; cmp#1234:47
IFH1	47	5.445237	120	NIBR	GPCR inhibitors; cmp#1234:47
EMI2	47	5.377523	120	NIBR	GPCR inhibitors; cmp#1234:47
HHF1	47	5.291239	120	NIBR	GPCR inhibitors; cmp#1234:47
CCW12	47	4.79419741618147	120	NIBR	GPCR inhibitors; cmp#1234:47
RPS13	47	4.779524	120	NIBR	GPCR inhibitors; cmp#1234:47
MCM2	47	4.50963	120	NIBR	GPCR inhibitors; cmp#1234:47
BRO1	47	4.46798541200743	120	NIBR	GPCR inhibitors; cmp#1234:47
UTP9	47	4.458007	120	NIBR	GPCR inhibitors; cmp#1234:47
APT2	47	4.33174840255508	120	NIBR	GPCR inhibitors; cmp#1234:47
RPS22B	47	4.135009	120	NIBR	GPCR inhibitors; cmp#1234:47
SBP1	47	4.020449	120	NIBR	GPCR inhibitors; cmp#1234:47
SPT6	47	3.997392	120	NIBR	GPCR inhibitors; cmp#1234:47
CST6	47	3.97187809212804	120	NIBR	GPCR inhibitors; cmp#1234:47
OPI1	47	3.862574	120	NIBR	GPCR inhibitors; cmp#1234:47
SIW14	47	3.829497	120	NIBR	GPCR inhibitors; cmp#1234:47
CDC39	47	3.81481727931779	120	NIBR	GPCR inhibitors; cmp#1234:47
OCA2	47	3.676708	120	NIBR	GPCR inhibitors; cmp#1234:47
CDC25	47	3.64284532952143	120	NIBR	GPCR inhibitors; cmp#1234:47
ACT1	47	3.62171725976903	120	NIBR	GPCR inhibitors; cmp#1234:47
MUD1	47	3.594111	120	NIBR	GPCR inhibitors; cmp#1234:47
BER1	47	3.4930740761858	120	NIBR	GPCR inhibitors; cmp#1234:47
NOT3	47	3.439576	120	NIBR	GPCR inhibitors; cmp#1234:47
MDS3	47	3.413907	120	NIBR	GPCR inhibitors; cmp#1234:47
HRP1	47	3.286338	120	NIBR	GPCR inhibitors; cmp#1234:47
HHT1	47	3.204911	120	NIBR	GPCR inhibitors; cmp#1234:47
RMD8	47	3.173475	120	NIBR	GPCR inhibitors; cmp#1234:47
PKH2	47	3.149959	120	NIBR	GPCR inhibitors; cmp#1234:47
ABF1	47	3.08930218896171	120	NIBR	GPCR inhibitors; cmp#1234:47
HDA3	47	3.048619	120	NIBR	GPCR inhibitors; cmp#1234:47
HTA1	47	3.023013	120	NIBR	GPCR inhibitors; cmp#1234:47
HUR1	47	2.975706	120	NIBR	GPCR inhibitors; cmp#1234:47
RPS9A	47	2.952349	120	NIBR	GPCR inhibitors; cmp#1234:47
CDC36	47	2.82508624942654	120	NIBR	GPCR inhibitors; cmp#1234:47
UTP8	47	2.807047	120	NIBR	GPCR inhibitors; cmp#1234:47
ROX1	47	2.769277	120	NIBR	GPCR inhibitors; cmp#1234:47
HMT1	47	2.765784	120	NIBR	GPCR inhibitors; cmp#1234:47
TUB1	47	2.702786	120	NIBR	GPCR inhibitors; cmp#1234:47
DOA4	47	2.69964395222664	120	NIBR	GPCR inhibitors; cmp#1234:47
RIO2	47	2.610429	120	NIBR	GPCR inhibitors; cmp#1234:47
UTP5	47	2.552878	120	NIBR	GPCR inhibitors; cmp#1234:47
LMO1	47	2.475434	120	NIBR	GPCR inhibitors; cmp#1234:47
HDA2	47	2.460954	120	NIBR	GPCR inhibitors; cmp#1234:47
CKB2	47	2.39842913625947	120	NIBR	GPCR inhibitors; cmp#1234:47
KRE33	47	2.387195	120	NIBR	GPCR inhibitors; cmp#1234:47
CKB1	47	2.38364654895877	120	NIBR	GPCR inhibitors; cmp#1234:47
SWI4	47	2.373988	120	NIBR	GPCR inhibitors; cmp#1234:47
RPS25A	47	2.361289	120	NIBR	GPCR inhibitors; cmp#1234:47
STM1	47	2.327717	120	NIBR	GPCR inhibitors; cmp#1234:47
IRR1	47	2.323792	120	NIBR	GPCR inhibitors; cmp#1234:47
RMD1	47	2.291602	120	NIBR	GPCR inhibitors; cmp#1234:47
TMA19	47	2.282941	120	NIBR	GPCR inhibitors; cmp#1234:47
UTP15	47	2.273165	120	NIBR	GPCR inhibitors; cmp#1234:47
PMD1	47	2.248191	120	NIBR	GPCR inhibitors; cmp#1234:47
MCD1	47	2.238663	120	NIBR	GPCR inhibitors; cmp#1234:47
UTP11	47	2.202017	120	NIBR	GPCR inhibitors; cmp#1234:47
DBR1	47	2.19965818088735	120	NIBR	GPCR inhibitors; cmp#1234:47
BMH1	47	2.17633704946053	120	NIBR	GPCR inhibitors; cmp#1234:47
TSR2	47	2.170334	120	NIBR	GPCR inhibitors; cmp#1234:47
TAF5	47	2.160168	120	NIBR	GPCR inhibitors; cmp#1234:47
KAP122	47	2.149231	120	NIBR	GPCR inhibitors; cmp#1234:47
VPS27	47	2.132538	120	NIBR	GPCR inhibitors; cmp#1234:47
DOA1	47	2.13010115675086	120	NIBR	GPCR inhibitors; cmp#1234:47
CDC20	47	2.0985908144658	120	NIBR	GPCR inhibitors; cmp#1234:47
COG3	47	2.09237764439835	120	NIBR	GPCR inhibitors; cmp#1234:47
VPS4	47	2.085058	120	NIBR	GPCR inhibitors; cmp#1234:47
BET3	47	2.07757389341075	120	NIBR	GPCR inhibitors; cmp#1234:47
RPL12B	47	2.00961	120	NIBR	GPCR inhibitors; cmp#1234:47
RVB1	47	1.992776	120	NIBR	GPCR inhibitors; cmp#1234:47
TMA22	47	1.992038	120	NIBR	GPCR inhibitors; cmp#1234:47
VHT1	47	1.969474	120	NIBR	GPCR inhibitors; cmp#1234:47
HEM1	47	1.946541	120	NIBR	GPCR inhibitors; cmp#1234:47
GLC7	47	1.945174	120	NIBR	GPCR inhibitors; cmp#1234:47
SKP1	47	1.944655	120	NIBR	GPCR inhibitors; cmp#1234:47
SHQ1	47	1.943735	120	NIBR	GPCR inhibitors; cmp#1234:47
RGA1	47	1.905152	120	NIBR	GPCR inhibitors; cmp#1234:47
TMA20	47	1.90121	120	NIBR	GPCR inhibitors; cmp#1234:47
TAF6	47	1.893008	120	NIBR	GPCR inhibitors; cmp#1234:47
DPS1	47	1.88282115599398	120	NIBR	GPCR inhibitors; cmp#1234:47
RPS20	47	1.85754	120	NIBR	GPCR inhibitors; cmp#1234:47
OPY2	47	1.78627	120	NIBR	GPCR inhibitors; cmp#1234:47
FCY2	47	1.780917	120	NIBR	GPCR inhibitors; cmp#1234:47
STO1	47	1.777254	120	NIBR	GPCR inhibitors; cmp#1234:47
CHZ1	47	1.7753616167142	120	NIBR	GPCR inhibitors; cmp#1234:47
TAF9	47	1.747223	120	NIBR	GPCR inhibitors; cmp#1234:47
RPL5	47	1.741929	120	NIBR	GPCR inhibitors; cmp#1234:47
RRP14	47	1.74184	120	NIBR	GPCR inhibitors; cmp#1234:47
KRE9	47	1.727543	120	NIBR	GPCR inhibitors; cmp#1234:47
NAT2	47	1.725074	120	NIBR	GPCR inhibitors; cmp#1234:47
MNN10	47	1.693571	120	NIBR	GPCR inhibitors; cmp#1234:47
ERF2	47	1.679836	120	NIBR	GPCR inhibitors; cmp#1234:47
PRP19	47	1.679091	120	NIBR	GPCR inhibitors; cmp#1234:47
PRI2	47	1.671735	120	NIBR	GPCR inhibitors; cmp#1234:47
FYV4	47	1.662627	120	NIBR	GPCR inhibitors; cmp#1234:47
UBA1	47	1.655114	120	NIBR	GPCR inhibitors; cmp#1234:47
RAP1	47	1.654036	120	NIBR	GPCR inhibitors; cmp#1234:47
SSL2	48	13.69734	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
BEM4	48	4.97159873715364	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
STM1	48	3.845574	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
HDA3	48	3.318087	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RAD57	48	3.218744	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RAD55	48	3.131864	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
HDA2	48	3.065934	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
JID1	48	2.865223	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RSC9	48	2.82453	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
MRN1	48	2.76631	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
ARP9	48	2.75667257873149	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
DIT1	48	2.7495425501603	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
PAL1	48	2.746117	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RSC58	48	2.70853	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RSC8	48	2.602416	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
LDB19	48	2.557172	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RKM4	48	2.550799	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
FHL1	48	2.515103	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
TAT1	48	2.45792	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
TMA19	48	2.414096	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
PAB1	48	2.273695	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
SFH1	48	2.255224	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
ARP8	48	2.18071763074924	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RAD54	48	2.146549	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RTG1	48	2.095879	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
RPL15B	48	2.056404	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
YEN1	48	2.056166	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
BER1	48	2.05193605776351	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
IRC4	48	2.04687	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
ZUO1	48	2.03345	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
ARP7	48	1.96382246984017	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
SRO9	48	1.958882	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
STP4	48	1.939867	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
EDC3	48	1.872912	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
CLB5	48	1.83386105700596	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
MED4	48	1.820784	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
GET1	48	1.796599	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
CYR1	48	1.78678052263118	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
SET5	48	1.76518	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
SLH1	48	1.716313	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
DIA1	48	1.70691113884142	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
PUB1	48	1.697547	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
SWC5	48	1.690756	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
MRX19	48	1.677972	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
REG1	48	1.676533	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
MSN5	48	1.668133	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
SOP4	48	1.659201	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
IQG1	48	1.654118	55	NIBR|UBC	anthracycline transcription coupled DNA repair:48
TIF34	49	10.4610785	97	NIBR	eIF translation initiation; verrucarin A:49
TIF5	49	8.8163205	97	NIBR	eIF translation initiation; verrucarin A:49
RPC11	49	7.8662865	97	NIBR	eIF translation initiation; verrucarin A:49
TIF1	49	5.942547	97	NIBR	eIF translation initiation; verrucarin A:49
GCD11	49	5.859593	97	NIBR	eIF translation initiation; verrucarin A:49
TIF35	49	5.4776025	97	NIBR	eIF translation initiation; verrucarin A:49
BRE5	49	4.868823721413	97	NIBR	eIF translation initiation; verrucarin A:49
PTR2	49	4.6234205	97	NIBR	eIF translation initiation; verrucarin A:49
TIF11	49	4.4774095	97	NIBR	eIF translation initiation; verrucarin A:49
PSP2	49	4.125172	97	NIBR	eIF translation initiation; verrucarin A:49
SUI3	49	4.080114	97	NIBR	eIF translation initiation; verrucarin A:49
GCD10	49	3.813833	97	NIBR	eIF translation initiation; verrucarin A:49
DED1	49	3.46355662652924	97	NIBR	eIF translation initiation; verrucarin A:49
DST1	49	3.44926129103932	97	NIBR	eIF translation initiation; verrucarin A:49
SAP30	49	3.4159375	97	NIBR	eIF translation initiation; verrucarin A:49
HBS1	49	3.150506	97	NIBR	eIF translation initiation; verrucarin A:49
RPB2	49	3.0693985	97	NIBR	eIF translation initiation; verrucarin A:49
RPS10B	49	3.0402402	97	NIBR	eIF translation initiation; verrucarin A:49
RPL38	49	3.0013555	97	NIBR	eIF translation initiation; verrucarin A:49
UBP3	49	2.995692	97	NIBR	eIF translation initiation; verrucarin A:49
CST6	49	2.95986652462843	97	NIBR	eIF translation initiation; verrucarin A:49
RPS11B	49	2.92111775	97	NIBR	eIF translation initiation; verrucarin A:49
THS1	49	2.916556	97	NIBR	eIF translation initiation; verrucarin A:49
MMF1	49	2.9100965	97	NIBR	eIF translation initiation; verrucarin A:49
UBP8	49	2.8968585	97	NIBR	eIF translation initiation; verrucarin A:49
PHO23	49	2.837629	97	NIBR	eIF translation initiation; verrucarin A:49
DEP1	49	2.82471248346199	97	NIBR	eIF translation initiation; verrucarin A:49
GPI14	49	2.7816405	97	NIBR	eIF translation initiation; verrucarin A:49
FCP1	49	2.7752475	97	NIBR	eIF translation initiation; verrucarin A:49
REF2	49	2.7358175	97	NIBR	eIF translation initiation; verrucarin A:49
TRM1	49	2.7349465	97	NIBR	eIF translation initiation; verrucarin A:49
SIN3	49	2.7326015	97	NIBR	eIF translation initiation; verrucarin A:49
KCS1	49	2.708281	97	NIBR	eIF translation initiation; verrucarin A:49
SGF11	49	2.7071825	97	NIBR	eIF translation initiation; verrucarin A:49
ARG82	49	2.68076704645207	97	NIBR	eIF translation initiation; verrucarin A:49
HUR1	49	2.6273615	97	NIBR	eIF translation initiation; verrucarin A:49
RPO21	49	2.468077	97	NIBR	eIF translation initiation; verrucarin A:49
ARL1	49	2.40118987996448	97	NIBR	eIF translation initiation; verrucarin A:49
ARF1	49	2.3420574556596	97	NIBR	eIF translation initiation; verrucarin A:49
YGR054W	49	2.3340565	97	NIBR	eIF translation initiation; verrucarin A:49
HEM3	49	2.2982805	97	NIBR	eIF translation initiation; verrucarin A:49
SNP1	49	2.279717	97	NIBR	eIF translation initiation; verrucarin A:49
BEM4	49	2.25803557983962	97	NIBR	eIF translation initiation; verrucarin A:49
RPS24B	49	2.250793135	97	NIBR	eIF translation initiation; verrucarin A:49
SQT1	49	2.237657	97	NIBR	eIF translation initiation; verrucarin A:49
PRI1	49	2.2370065	97	NIBR	eIF translation initiation; verrucarin A:49
SPT3	49	2.202634	97	NIBR	eIF translation initiation; verrucarin A:49
SPT4	49	2.1901705	97	NIBR	eIF translation initiation; verrucarin A:49
SUI2	49	2.143565	97	NIBR	eIF translation initiation; verrucarin A:49
TIM44	49	2.131707	97	NIBR	eIF translation initiation; verrucarin A:49
CFD1	49	2.13078792930198	97	NIBR	eIF translation initiation; verrucarin A:49
MSN5	49	2.1262025	97	NIBR	eIF translation initiation; verrucarin A:49
ATG17	49	2.12095835460235	97	NIBR	eIF translation initiation; verrucarin A:49
HHT1	49	2.0469015	97	NIBR	eIF translation initiation; verrucarin A:49
SPT21	49	2.038966	97	NIBR	eIF translation initiation; verrucarin A:49
SNF11	49	2.027992	97	NIBR	eIF translation initiation; verrucarin A:49
CHD1	49	2.02445257427328	97	NIBR	eIF translation initiation; verrucarin A:49
IRE1	49	2.023982	97	NIBR	eIF translation initiation; verrucarin A:49
ELF1	49	2.011594	97	NIBR	eIF translation initiation; verrucarin A:49
SDO1	49	1.999545	97	NIBR	eIF translation initiation; verrucarin A:49
SPT15	49	1.983408	97	NIBR	eIF translation initiation; verrucarin A:49
FAF1	49	1.976596	97	NIBR	eIF translation initiation; verrucarin A:49
VPS45	49	1.968769	97	NIBR	eIF translation initiation; verrucarin A:49
VPS30	49	1.9094695	97	NIBR	eIF translation initiation; verrucarin A:49
ARC18	49	1.89698668877202	97	NIBR	eIF translation initiation; verrucarin A:49
TAO3	49	1.894494	97	NIBR	eIF translation initiation; verrucarin A:49
ELO2	49	1.8712815	97	NIBR	eIF translation initiation; verrucarin A:49
ULP2	49	1.862369	97	NIBR	eIF translation initiation; verrucarin A:49
ERG3	49	1.855923	97	NIBR	eIF translation initiation; verrucarin A:49
UME1	49	1.8472855	97	NIBR	eIF translation initiation; verrucarin A:49
MED1	49	1.845386	97	NIBR	eIF translation initiation; verrucarin A:49
CCT4	49	1.83938022810267	97	NIBR	eIF translation initiation; verrucarin A:49
PDR1	49	1.832089	97	NIBR	eIF translation initiation; verrucarin A:49
DOM34	49	1.82449442331404	97	NIBR	eIF translation initiation; verrucarin A:49
WHI2	49	1.8233765	97	NIBR	eIF translation initiation; verrucarin A:49
TLG2	49	1.807708	97	NIBR	eIF translation initiation; verrucarin A:49
PCF11	49	1.799	97	NIBR	eIF translation initiation; verrucarin A:49
ISW1	49	1.783839	97	NIBR	eIF translation initiation; verrucarin A:49
ERG4	49	1.780859	97	NIBR	eIF translation initiation; verrucarin A:49
SAC1	49	1.7573035	97	NIBR	eIF translation initiation; verrucarin A:49
RPS17B	49	1.7457366	97	NIBR	eIF translation initiation; verrucarin A:49
ELM1	49	1.705206	97	NIBR	eIF translation initiation; verrucarin A:49
NOP9	49	1.6875245	97	NIBR	eIF translation initiation; verrucarin A:49
PBP1	49	1.6581875	97	NIBR	eIF translation initiation; verrucarin A:49
ISC1	49	1.6560375	97	NIBR	eIF translation initiation; verrucarin A:49
RPS6B	49	1.648462	97	NIBR	eIF translation initiation; verrucarin A:49
PEF1	49	1.6474375	97	NIBR	eIF translation initiation; verrucarin A:49
MIA40	50	9.254573	19	NIBR	mitochondrial transport; lysolipin x:50
TOM40	50	6.700303	19	NIBR	mitochondrial transport; lysolipin x:50
RPM2	50	5.0950825	19	NIBR	mitochondrial transport; lysolipin x:50
SAM50	50	4.892985	19	NIBR	mitochondrial transport; lysolipin x:50
TIM22	50	3.92276	19	NIBR	mitochondrial transport; lysolipin x:50
MNP1	50	3.250578	19	NIBR	mitochondrial transport; lysolipin x:50
RSP5	50	3.1781165	19	NIBR	mitochondrial transport; lysolipin x:50
RIM2	50	3.07606	19	NIBR	mitochondrial transport; lysolipin x:50
SEC17	50	2.8476525	19	NIBR	mitochondrial transport; lysolipin x:50
FAS1	50	2.5436985	19	NIBR	mitochondrial transport; lysolipin x:50
TIM13	50	2.380225	19	NIBR	mitochondrial transport; lysolipin x:50
HRR25	50	2.180909	19	NIBR	mitochondrial transport; lysolipin x:50
IRA1	50	1.978323	19	NIBR	mitochondrial transport; lysolipin x:50
GPI14	50	1.920774	19	NIBR	mitochondrial transport; lysolipin x:50
UBC13	50	1.844169	19	NIBR	mitochondrial transport; lysolipin x:50
SNP1	50	1.8377995	19	NIBR	mitochondrial transport; lysolipin x:50
HSH155	50	1.7641635	19	NIBR	mitochondrial transport; lysolipin x:50
TAH11	50	1.689221	19	NIBR	mitochondrial transport; lysolipin x:50
RPN4	51	11.5873	190	UBC	ubiquinone biosynthesis & proteasome:51
SLT2	51	9.9595715	190	UBC	ubiquinone biosynthesis & proteasome:51
SPC105	51	9.658299	190	UBC	ubiquinone biosynthesis & proteasome:51
YTH1	51	9.59391	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ4	51	8.523450854	190	UBC	ubiquinone biosynthesis & proteasome:51
BCK1	51	8.478184	190	UBC	ubiquinone biosynthesis & proteasome:51
CYB5	51	8.411503	190	UBC	ubiquinone biosynthesis & proteasome:51
SRC1	51	8.1947935	190	UBC	ubiquinone biosynthesis & proteasome:51
SSS1	51	8.1490985	190	UBC	ubiquinone biosynthesis & proteasome:51
SEC63	51	7.7413135	190	UBC	ubiquinone biosynthesis & proteasome:51
IRE1	51	7.4238905	190	UBC	ubiquinone biosynthesis & proteasome:51
ROX1	51	7.3240665	190	UBC	ubiquinone biosynthesis & proteasome:51
ERG5	51	7.0426685	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ6	51	7.000476	190	UBC	ubiquinone biosynthesis & proteasome:51
COQ2	51	6.9861165	190	UBC	ubiquinone biosynthesis & proteasome:51
ENV9	51	6.9330195	190	UBC	ubiquinone biosynthesis & proteasome:51
